Identifiant Museofile,Region administrative,Departement,Commune,Nom officiel du musee,Adresse,Lieu,Code Postal,Telephone,Latitude,Longitude,REF_Deps
M0132,Bourgogne-Franche-Comte,Cote-d'Or,Auxonne,musee Bonaparte,Rue du Chateau,Chateau Louis XI,21130,03 80 37 34 46,"47,190963","5,383768",2103801
M0138,Bourgogne-Franche-Comte,Cote-d'Or,Dijon,musee archeologique,"5, rue Docteur Maret",Ancienne abbaye Saint-Benigne,21000,03 80 48 83 70,"47,321873","5,034107",2123102
M0142,Bourgogne-Franche-Comte,Cote-d'Or,Montbard,musee des beaux-arts,rue Piron,,21500,03 80 92 50 42,"47,624491","4,336901",2142502
M0144,Bourgogne-Franche-Comte,Cote-d'Or,Nuits-Saint-Georges,musee municipal,"12, rue Camille Rodier",Ancienne Maison de Vins,21700,03 80 62 01 37,"47,138661","4,950405",2146401
M0145,Bourgogne-Franche-Comte,Cote-d'Or,Reulle-Vergy,musee des arts et traditions des Hautes-Cotes,Place de la Fontaine,,21220,03 80 61 42 93/40 95,"47,187026","4,895293",2125401
M0332,Bourgogne-Franche-Comte,Doubs,Besançon,musee des beaux-arts et d'archeologie,1 place de la Revolution - Place du marche,Ancienne halle aux grains,25000,03 81 87 80 67,"47,240055","6,022938",2505601
M0338,Bourgogne-Franche-Comte,Doubs,Nancray,musee de plein air des maisons comtoises,rue du musee,,25360,03 81 55 29 77,"47,242984","6,18963",2541801
M0340,Bourgogne-Franche-Comte,Doubs,Pontarlier,musee municipal,2 place d'Arçon,Maison Labrut,25300,03 81 38 82 16,"46,904221","6,354581",2546201
M0334,Bourgogne-Franche-Comte,Doubs,Besançon,musee comtois,"2, rue Megevand",Citadelle -Patrimoine mondial,25000,03 81 87 83 33,"47,236687","6,022095",2505604
M0335,Bourgogne-Franche-Comte,Doubs,Besançon,musee de la resistance et de la deportation,99 rue des Fusilles,La Citadelle,25042,03 81 87 83 12,"47,2293384766","6,0352366087",2505605
M0337,Bourgogne-Franche-Comte,Doubs,Montbeliard,musee du chateau,Cour du Chateau,Le Chateau,25205,03 81 99 22 61,"47,5095298028","6,8008575564",2538802
M7011,Bourgogne-Franche-Comte,Doubs,Besançon,museum d'histoire naturelle,"2, rue Megevand","La Citadelle - patrimoine mondial, Besançon cedex",25000,03 81 87 83 05,"47,236687","6,022095",2505607
M0339,Bourgogne-Franche-Comte,Doubs,Ornans,musee Gustave Courbet,Place Robert Fernier,,25290,03 81 86 22 88,"47,104874","6,147697",2543401
M0333,Bourgogne-Franche-Comte,Doubs,Besançon,musee du temps,96 Grande rue,Palais Granvelle,25000,03 81 87 81 61,"47,235978","6,0268",2505602
M0336,Bourgogne-Franche-Comte,Doubs,Montbeliard,musee Beurnier-Rossel,8 place Saint-Martin,Hotel Beurnier-Rossel,25200,03 81 99 23 90,"47,509957","6,797684",2538801
M0357,Bourgogne-Franche-Comte,Haute-Saone,Gray,musee Baron Martin,6 rue Pigalle,chateau,70100,03 84 65 69 10,"47,446411","5,592781",7027901
M0354,Bourgogne-Franche-Comte,Haute-Saone,Champlitte,musee departemental Albert Demard,Chateau de Champlitte,,70600,03 84 95 76 00,"47,617066","5,517093",7012201
M0356,Bourgogne-Franche-Comte,Haute-Saone,Fougerolles,ecomusee du pays de la cerise,"206, le Petit Fahys",,70220,03 84 49 52 50,"47,907317928","6,400821913",7024501
M0355,Bourgogne-Franche-Comte,Haute-Saone,Chateau-Lambert,musee departemental de la montagne Albert Demard,3 place du 19 mars 1962,Chateau-Lambert,70440,03 84 20 43 09,"47,836247","6,734944",7013901
M0358,Bourgogne-Franche-Comte,Haute-Saone,Luxeuil-les-Bains,musee de la Tour des echevins,"36, rue Victor-Genoux",Tour des Echevins,70300,03 84 40 00 07,"47,816821","6,380482",7031101
M0359,Bourgogne-Franche-Comte,Haute-Saone,Vesoul,musee municipal Georges Garret,1 rue des Ursulines,Couvent des Ursulines,70000,03 84 76 51 54,"47,623695","6,155771",7055001
M0348,Bourgogne-Franche-Comte,Jura,Moirans-en-Montagne,musee du jouet,5 rue du Murgin,,39260,03 84 42 38 64,"46,433004","5,726307",3933301
M0351,Bourgogne-Franche-Comte,Jura,Poligny,musee municipal,49 grande rue,Mairie,39800,03 84 73 71 71,"46,836426","5,708802",3943401
M0353,Bourgogne-Franche-Comte,Jura,Salins-les-Bains,Musee de la Grande Saline,3 Place des Salines,Grande Saline,39110,03 84 73 10 92,"46,937242","5,876684",3950001
M0344,Bourgogne-Franche-Comte,Jura,Champagnole,musee municipal d'archeologie,26 rue Baronne-Delort,,39300,03 84 53 01 44,"46,74651","5,907547",3909701
M0347,Bourgogne-Franche-Comte,Jura,Dole,musee des beaux-arts et d'archeologie,85 rue des Arenes,Pavillon des Officiers,39100,03 84 79 25 85,"47,089059","5,488205",3919801
M0350,Bourgogne-Franche-Comte,Jura,Morez,Viseum-musee de la lunette (collections du musee de la lunette et du musee Jourdain),Place Jean Jaures,Morez,39400,03 84 33 39 30,"46,521","6,022578",3936801
M1169,Bourgogne-Franche-Comte,Jura,Saint-Claude,musee de beaux-arts,3 place de l'abbaye,,39200,03 84 38 12 60,"46,386209","5,865239",3947801
M0341,Bourgogne-Franche-Comte,Jura,Arbois,musee Sarret de Grozon,9 Grande rue,hotel particulier,39600,03 84 37 47 90,"46,902604","5,774717",3901301
M0343,Bourgogne-Franche-Comte,Jura,Baume-les-Messieurs,musee de l'artisanat jurassien,22 Rue de l'Abbaye,,39210,03 84 87 35 91,"46,70795","5,648585",3904101
M0345,Bourgogne-Franche-Comte,Jura,Lons-le-Saunier,musee des beaux-arts,place Philibert de Chalon,Hotel de ville,39000,03 84 47 64 30,"46,675861","5,553907",3930002
M0342,Bourgogne-Franche-Comte,Jura,Arbois,musee de la vigne et du vin,,Chateau Pecauld,39600,03 84 66 40 45,"46,902412","5,773686",3901302
M0346,Bourgogne-Franche-Comte,Jura,Lons-le-Saunier,musee d'archeologie,133 rue Rene Maire,Centre de Conservation et d’Etude Rene Remond,39000,03 84 86 11 73,"46,684566","5,579336",3930001
M0149,Bourgogne-Franche-Comte,Nievre,Chateau-Chinon,musee du Septennat,"6, rue du Chateau",,58120,03 86 85 19 23,"47,06721","3,934311",5806201
M0151,Bourgogne-Franche-Comte,Nievre,Cosne-Cours-sur-Loire,musee de la Loire,place de La Resistance,,58200,03 86 26 71 02,"47,410548","2,922768",5808601
M0155,Bourgogne-Franche-Comte,Nievre,Nevers,musee de la faïence Frederic Blandin,"16, rue St-Genest",,58000,03 86 68 44 60,"46,98629","3,155037",5819402
M0150,Bourgogne-Franche-Comte,Nievre,Clamecy,musee d'art et d'histoire Romain Rolland,Avenue de la Republique,Hotel de Bellegarde ; maison natale de Romain Rolland,58500,03 86 27 17 99,"47,460604","3,520823",5807901
M0152,Bourgogne-Franche-Comte,Nievre,La Charite-sur-Loire,musee municipal,8 cour du Chateau,Hotel Adam,58400,03 86 57 99 40,"47,178081","3,016449",5805901
M0158,Bourgogne-Franche-Comte,Nievre,Saint-Amand-en-Puysance,musee du gres,Grande rue,Chateau,58310,03 86 39 74 97,"47,529775","3,07388",5822701
M0157,Bourgogne-Franche-Comte,Nievre,Pouilly-sur-Loire,musee Ernest Guedon,"17, quai Jules-Pabiot",,58150,03 86 93 54 54,"47,285947","2,949487",5821501
M0159,Bourgogne-Franche-Comte,Nievre,Varzy,musee Auguste Grasset,Place de la Mairie,,58210,03 86 29 72 03,"47,357394","3,386114",5830401
M0148,Bourgogne-Franche-Comte,Nievre,Chateau-Chinon,musee du costume,"6, rue du Chateau",,58120,03 86 85 18 55,"47,06721","3,934311",5806202
M0153,Bourgogne-Franche-Comte,Nievre,La Machine,musee de la mine,1 avenue de La Republique,,58260,03 86 50 91 08,"46,889225","3,463514",5815101
M0156,Bourgogne-Franche-Comte,Nievre,Nevers,musee archeologique de la porte du Croux,Rue de la Porte-du-Croux,Ancienne tour-porte medievale,58000,03 86 59 17 85,"46,986949","3,154223",5819403
M0163,Bourgogne-Franche-Comte,Saone-et-Loire,Blanzy,musee de la mine et des hommes,"34, rue du Bois-Clair",Ancien puits de mine Saint-Claude,71450,03 85 68 22 85,"46,701488","4,382962",7104001
M0175,Bourgogne-Franche-Comte,Saone-et-Loire,Paray-le-Monial,musee municipal,,,71600,,"46,450396","4,119117",
M0179,Bourgogne-Franche-Comte,Saone-et-Loire,Romenay,musee du terroir,Place de l'Eglise,,71470,03 85 76 27 16,"46,503251","5,067591",7137301
M7019,Bourgogne-Franche-Comte,Saone-et-Loire,Autun,museum d'histoire naturelle,"12-14, rue Saint-Antoine",,71400,03 85 52 09 15,"46,947996","4,301812",7101404
M0166,Bourgogne-Franche-Comte,Saone-et-Loire,Chalon-sur-Saone,musee Nicephore Niepce,"28, quai des Messageries",Hotel des Messageries Royales,71100,03 85 48 41 98,"46,780045","4,855727",7107602
M0168,Bourgogne-Franche-Comte,Saone-et-Loire,Charolles,musee du Prieure Jean Laronze,4 rue du Prieure,Prieure de Charolles,71120,385242474,"46,432412","4,279872",7110602
M0180,Bourgogne-Franche-Comte,Saone-et-Loire,Solutre-Pouilly,musee departemental de prehistoire,Chemin de la Roche,,71960,03 85 35 85 24,"46,295079","4,732247",7152601
M0183,Bourgogne-Franche-Comte,Saone-et-Loire,Verdun-sur-le-Doubs,maison du ble et du pain,rue du Pont,,71350,03 85 91 57 09,"46,897337","5,024918",7156601
M0181,Bourgogne-Franche-Comte,Saone-et-Loire,Tournus,musee Greuze - hotel-Dieu,21 rue de l'Hopital,Hotel-Dieu,71700,03 85 51 23 50,"46,562137","4,910839",7154301
M0161,Bourgogne-Franche-Comte,Saone-et-Loire,Autun,musee Rolin,"3, rue des Bancs",,71400,03 85 52 09 76,"46,945723","4,299216",7101402
M0165,Bourgogne-Franche-Comte,Saone-et-Loire,Chalon-sur-Saone,musee Vivant Denon,Place de l'Hotel de Ville,,71100,03 85 94 74 41/48 29 52,"46,78105","4,853082",7107601
M0167,Bourgogne-Franche-Comte,Saone-et-Loire,Charolles,musee Rene Davoine,"32, rue Rene Davoine",,71120,385242474,"46,431434","4,273059",7110601
M0170,Bourgogne-Franche-Comte,Saone-et-Loire,Le Creusot - Montceau-les-Mines,ecomusee de la communaute Le Creusot - Montceau-les-Mines,BP 53,Chateau de la Verrerie,71200,03 85 73 92 00,"46,80448","4,428059",7115301
M0171,Bourgogne-Franche-Comte,Saone-et-Loire,Louhans,musee municipal,29 rue des Dodanes,,71270,03 85 76 03 41,"46,87264","5,275048",7126301
M0177,Bourgogne-Franche-Comte,Saone-et-Loire,Pierre-de-Bresse,ecomusee de la Bresse bourguignonne,BP 12,Chateau departemental,71270,03 85 76 27 16,"46,88298","5,261603",7135101
M1199,Bourgogne-Franche-Comte,Saone-et-Loire,Saint-Leger-sous-Beuvray,musee de Bibracte,Col du Rebout,Mont Beuvray,71990,03 85 86 52 35,"46,934539","4,062979",7144001
M0160,Bourgogne-Franche-Comte,Saone-et-Loire,Autun,musee lapidaire Saint-Nicolas,"10, rue Saint-Nicolas",,71400,03 85 54 21 60,"46,955328","4,300179",7101403
M0162,Bourgogne-Franche-Comte,Saone-et-Loire,Autun,musee Verger-Tarin,"7, rue des Sous-Chambres",,71400,03 85 52 04 84,"46,949043","4,302971",7101401
M0164,Bourgogne-Franche-Comte,Saone-et-Loire,Bourbon-Lancy,musee Saint-Nazaire,place du Musee,ancienne eglise Saint-Nazaire,71140,03 85 89 09 40,"46,624065","3,768545",7104701
M0169,Bourgogne-Franche-Comte,Saone-et-Loire,Cluny,musee d'art et d'archeologie,,Palais Jean de Bourbon,71250,03 85 59 12 79,"46,433938","4,658048",7113701
M0172,Bourgogne-Franche-Comte,Saone-et-Loire,Macon,musee des ursulines,"5, rue de la Prefecture",Ancien couvent des Ursulines,71000,03 85 39 90 38,"46,307508","4,833156",7127001
M0174,Bourgogne-Franche-Comte,Saone-et-Loire,Marcigny,musee de la tour du moulin,Rue de la Tour du Moulin,,71110,03 85 25 37 05,"46,274562","4,044451",7127501
M0176,Bourgogne-Franche-Comte,Saone-et-Loire,Paray-le-Monial,musee eucharistique du Hieron,13 rue de la Paix,,71600,03 85 81 79 72,"46,451822","4,123021",7134201
M0178,Bourgogne-Franche-Comte,Saone-et-Loire,Romaneche-Thorins,musee Guillon du compagnonnage,98 rue Pierre-François Guillon,,71570,03 85 35 22 02,"46,187946","4,73427",7127201
M0182,Bourgogne-Franche-Comte,Saone-et-Loire,Tournus,musee bourguignon Perrin de Puycousin,"Hotel-Dieu - musee Greuze, 21, rue de l'Hopital",La maison du Tresorier,71700,03 85 51 29 68,"46,562137","4,910839",7154302
M0360,Bourgogne-Franche-Comte,Territoire-de-Belfort,Beaucourt,musee Frederic Japy,16 rue Frederic Japy,,90500,03 84 56 57 52,"47,485011","6,922453",9000901
M0362,Bourgogne-Franche-Comte,Territoire-de-Belfort,Etueffont,forge-musee,2 rue de Lamadeleine,,90170,03 84 54 60 41,"47,722575","6,920842",9004101
M0361,Bourgogne-Franche-Comte,Territoire-de-Belfort,Belfort,musee d'art et d'histoire,Rue Xavier Bauer,Citadelle de Belfort,90000,03 84 54 25 51,"47,63757","6,867072",9001001
M1075,Bourgogne-Franche-Comte,Territoire-de-Belfort,Belfort,Cabinet d'un amateur - donation Maurice Jardot,8 rue de Mulhouse,,90000,03 84 54 25 51,"47,642439","6,855466",9001002
M0190,Bourgogne-Franche-Comte,Yonne,Tonnerre,musee municipal,Rue du Prieure,Centre hospitalier,89700,03 86 55 15 54/54 33 00,"47,8559","3,97555",8941801
M1189,Bourgogne-Franche-Comte,Yonne,Saint-Fargeau,musee de l'aventure du son,,,89170,,"47,640663","3,070586",8934401
M7020,Bourgogne-Franche-Comte,Yonne,Auxerre,musee d'histoire naturelle,"5, boulevard Vauban",,89000,03 86 72 96 40,"47,796936","3,564362",8902401
M0191,Bourgogne-Franche-Comte,Yonne,Vezelay,musee Zervos,Rue Saint-etienne,Maison Romain-Rolland,89450,03 86 32 39 26,"47,464133","3,74361",8944601
M0184,Bourgogne-Franche-Comte,Yonne,Auxerre,musee d'art et d'histoire Saint-Germain,"2 bis, place Saint-Germain",Abbaye Saint-Germain,89000,03 86 18 05 50,"47,800283","3,571975",8902402
M0186,Bourgogne-Franche-Comte,Yonne,Avallon,musee de l'Avallonnais Jean Despres,5 rue du College,Ancien college,89200,03 86 34 03 19,"47,486968","3,906795",8902501
M0188,Bourgogne-Franche-Comte,Yonne,Saint-Sauveur-en-Puysance,musee Colette,,Chateau de Saint-Sauveur-en-Puisaye,89520,03 86 45 61 95,"47,618015","3,197026",8936801
M0193,Bourgogne-Franche-Comte,Yonne,Villiers-Saint-Benoît,musee d'art et d'histoire de Puisaye,Rue Paul-Huillard,,89130,"03 86 45 73 05, 09 64 44 32 62","47,780142","3,20739",8947201
M0185,Bourgogne-Franche-Comte,Yonne,Auxerre,musee Leblanc-Duvernoy,"9 bis, rue d'Egleny",,89000,03 86 18 05 50,"47,795393","3,566248",8902403
M0187,Bourgogne-Franche-Comte,Yonne,Noyers-sur-Serein,musee d'art naïf,25 rue de l'Eglise,,89310,03 86 82 89 09,"47,721479","3,966518",8927901
M0189,Bourgogne-Franche-Comte,Yonne,Sens,musee municipal,135 rue des Deportes et de la Resistance,,89100,03 86 64 46 22,"48,197828","3,284505",8938701
M0192,Bourgogne-Franche-Comte,Yonne,Villeneuve-sur-Yonne,musee villeneuvien,"4, rue Carnot",Musee-Galerie Carnot,89500,03 86 83 02 48,"48,080518","3,294126",8946401
M0196,Bretagne,Cotes-d'Armor,Saint-Brieuc,musee d'art et d'histoire,Cour Francis Renaud - Rue des lyceens martyrs,,22000,02 96 62 55 20,"48,512139","-2,762171",2227801
M0194,Bretagne,Cotes-d'Armor,Dinan,musee de Dinan,,,22100,02 96 39 45 20,"48,454713","-2,050808",2205001
M0195,Bretagne,Cotes-d'Armor,Lamballe,musee Mathurin Meheut,Place de Martray,,22404,02 96 31 19 99,"48,4695316762","-2,5158009882",2209301
M0197,Bretagne,Finistere,Brest,musee des beaux-arts,24 rue Traverse,,29200,02 98 00 87 96,"48,38529","-4,489963",2901901
M1200,Bretagne,Finistere,Landevennec,musee de l'ancienne abbaye de Landevennec,Place Yann de Landevennec,,29560,02 98 27 35 90,"48,291351","-4,267455",2910401
M0200,Bretagne,Finistere,Douarnenez,port-musee,BP 174,place de l'Enfer,29177,02 98 92 65 20,"48,0925345354","-4,3326434017",2904601
M0205,Bretagne,Finistere,Pont-Aven,musee,PLACE JULIA,,29930,02 98 06 14 43,"47,855497","-3,747155",2921701
M0206,Bretagne,Finistere,Pont-l'Abbee,musee bigouden,Square de l'Europe,Chateau,29120,02 98 66 09 09 (mairie),"47,866452","-4,227768",2922001
M0207,Bretagne,Finistere,Quimper,musee des beaux-arts,"40, place Saint-Corentin",,29000,02 98 95 45 20,"47,996188","-4,101963",2923201
M0202,Bretagne,Finistere,Morlaix,musee des jacobins,place des Jacobins,,29600,02 98 88 07 75,"48,577242","-3,825317",2915101
M0209,Bretagne,Finistere,Tregarvan,musee de l'ecole rurale en Bretagne,Kergroas,Musee de l'Ecole,29560,02 98 26 04 72,"48,244359","-4,225057",2928901
M0199,Bretagne,Finistere,Concarneau,musee de la pêche,3 rue Vauban,Ville Close,29900,02 98 97 10 20,"47,872103","-3,915485",2903901
M0203,Bretagne,Finistere,Ouessant,ecomusee d'Ouessant - Vivre sur une île,Village du Niou Huella,,29242,02 98 48 86 37,"48,460549","-5,110775",2915501
M0208,Bretagne,Finistere,Quimper,musee departemental breton,1 rue du Roi Gradlon,Palais des Evêques,29000,02 98 95 21 60,"47,995125","-4,102602",2923202
M0204,Bretagne,Finistere,Ouessant,musee des phares et balises,Phare du Creac'h,,29242,02 98 48 80 70,"48,458998","-5,128812",2915502
M0212,Bretagne,Ille-et-Vilaine,Rennes,musee de Bretagne,10 cours des allies,Les Champs Libres,35000,02 23 40 66 70,"48,105455","-1,674922",3523801
M0215,Bretagne,Ille-et-Vilaine,Saint-Malo,musee du Long-Cours Cap-hornier,Tour Solidor,Chateau de Saint-Malo,35408,02 99 40 71 58,"48,6341981371","-2,0259046692",3528801
M0216,Bretagne,Ille-et-Vilaine,Vitre,musee du chateau,BP 70627,Place du Chateau,35506,02 99 75 04 54,"48,1258845784","-1,211799051",3536002
M0210,Bretagne,Ille-et-Vilaine,Montfort-sur-Meu,ecomusee du pays de Monfort,Boulevard Villebois Mareuil,Mairie,35160,02 99 09 00 17,"48,141088","-1,959973",3518801
M0211,Bretagne,Ille-et-Vilaine,Rennes,musee des beaux-arts,20 Quai Emile Zola,,35000,02 23 62 17 45,"48,109837","-1,674981",3523802
M0213,Bretagne,Ille-et-Vilaine,Rennes,ecomusee de la Bintinais,Chemin de La Bintinais,Le Blosne,35200,02 99 51 38 15,"48,079557","-1,665571",3523803
M0214,Bretagne,Ille-et-Vilaine,Saint-Malo,musee d'histoire de la ville et d'ethnographie du pays malouin,Place Chateaubriand,Chateau de Saint-Malo,35400,02 99 40 71 16,"48,650738","-2,023727",3528802
M0218,Bretagne,Ille-et-Vilaine,Vitre,musee des rochers de Sevigne,Route D'argentre du Plessis,Chateau des Rochers-Sevigne,35500,02 99 75 04 54,"48,080418","-1,169805",3536003
M0222,Bretagne,Morbihan,Groix,ecomusee de l'île de Groix,,Port Tudy,56590,02 97 86 84 60,"47,63992","-3,434074",5606901
M0227,Bretagne,Morbihan,Vannes,musee d'histoire et d'archeologie,2 rue Noe,Chateau-Gaillard,56000,02 97 01 63 00,"47,656705","-2,757726",5626002
M0221,Bretagne,Morbihan,Carnac,musee de prehistoire Miln-le-Rouzic,10 place de la chapelle,,56340,02 97 52 22 04,"47,584022","-3,0785",5603401
M0224,Bretagne,Morbihan,Port-Louis,musee de la Compagnie des Indes,"Citadelle, av. du Fort de l'Aigle",Citadelle de Port-Louis,56290,02 97 82 19 13,"47,709147","-3,362581",5618102
M0228,Bretagne,Morbihan,Vannes,musee des beaux-arts,15 place Saint-Pierre,,56000,02 97 01 63 00,"47,657693","-2,757556",5626003
M1179,Bretagne,Morbihan,Le Faouët,musee du Faouët,1 rue de Quimper,,56320,02 97 23 15 27,"48,031817","-3,490833",5605701
M0225,Bretagne,Morbihan,Saint-Marcel,musee de la resistance bretonne,Les Hardys Behelec,,56140,02 97 75 16 90,"47,800618","-2,432273",5622801
M1195,Bretagne,Morbihan,Baud,musee de la carte postale,3 Avenue Jean Moulin,Le Quatro,56150,02 97 51 15 14,"47,875046","-3,016911",5601001
M0220,Bretagne,Morbihan,Brec'h,ecomusee de Saint-Degan,Rue Park Segal,,56400,02 97 57 66 00,"47,70843","-2,993063",5602301
M0223,Bretagne,Morbihan,Inzinzac-Lochrist,ecomusee industriel des forges,Mail François Giovannelli,,56650,02 97 36 98 21,"47,824974","-3,25232",5609001
M0231,Centre-Val de Loire,Cher,Bourges,musee Esteve,"13, rue Edouard Branly",Hotel des Echevins,18000,02 48 24 75 38,"47,085951","2,396195",1803301
M0230,Centre-Val de Loire,Cher,Bourges,musee du Berry,"4-6, rue des Arenes",Hotel Cujas,18000,02 48 57 81 15 ou 02 48 70 41 92,"47,083735","2,39325",1803303
M0233,Centre-Val de Loire,Cher,Chateaumeillant,musee Emile Chenon,10-12 rue de la Victoire,,18370,02 48 61 39 89,"46,5614","2,196543",1805701
M0234,Centre-Val de Loire,Cher,Mehun-sur-Yevre,musee du chateau Charles VII,place Jean-Manceau,Chateau Jean de Berry,18500,02 48 57 06 19,"47,145214","2,21738",1814101
M0229,Centre-Val de Loire,Cher,Bourges,musee des arts decoratifs,"5, rue de l'hotel Lallemant",Hotel Lallemant,18000,02 48 70 23 57,"47,084683","2,398383",1803302
M0232,Centre-Val de Loire,Cher,Bourges,musee des meilleurs ouvriers de France,Hotel de Ville - place Etienne Dolet,Ancien Archevêche,18000,02 48 57 82 45,"47,081774","2,398494",1803306
M0236,Centre-Val de Loire,Cher,Vierzon,musee municipal,11 rue de la Societe Française,,18100,02 48 71 10 94,"47,225192","2,060639",1827901
M7028,Centre-Val de Loire,Cher,Bourges,museum d'histoire naturelle Gabriel Foucher,Les Rives d'Auron,,18000,02 48 65 37 34,"47,081055","2,392284",1803305
M0235,Centre-Val de Loire,Cher,Saint-Amand-Montrond,musee Saint-Vic,Cours Manuel,,18200,02 48 96 55 20,"46,720657","2,506654",1819701
M0237,Centre-Val de Loire,Eure-et-Loir,Bonneval,musee bonnevallais,rue saint roch,,28800,02 37 47 21 93,"48,181517","1,385475",2805101
M0238,Centre-Val de Loire,Eure-et-Loir,Chartres,musee des beaux-arts,29 Cloître Notre-Dame,,28000,02 37 90 45 80,"48,447624","1,486763",2808503
M7030,Centre-Val de Loire,Eure-et-Loir,Chartres,museum des sciences naturelles et de prehistoire,"5bis, bvd de la Courtille",,28000,02 37 23 40 00,"48,441822","1,490983",2808502
M0242,Centre-Val de Loire,Eure-et-Loir,Illiers-Combray,musee Marcel Proust,Place Lemoine,,28120,02 37 24 30 97,"48,299696","1,243114",2819601
M0243,Centre-Val de Loire,Eure-et-Loir,Nogent-le-Rotrou,musee de l'histoire du Perche,Place Emile Maquaire,Chateau des comtes du Perche,28400,02 37 52 18 02,"48,324867","0,804249",2828001
